City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
454,Bukachacha,52.9833,116.9167,9.45,76,100,3.11,RU,2021-11-28 00:57:41,overcast clouds
455,Buritizeiro,-17.3511,-44.9622,66.79,98,18,2.66,BR,2021-11-28 00:57:41,few clouds
456,Nisia Floresta,-6.0911,-35.2086,81.41,77,23,7.9,BR,2021-11-28 00:57:41,few clouds
457,Presidente Olegario,-18.4178,-46.4181,65.88,93,0,2.51,BR,2021-11-28 00:57:42,clear sky
458,Novoagansk,61.9449,76.6625,28.36,97,100,13.76,RU,2021-11-28 00:57:42,light snow
459,Mizdah,31.4451,12.9801,61.57,57,100,2.57,LY,2021-11-28 00:57:43,overcast clouds
460,Tankhoy,51.5528,105.1306,12.2,71,3,5.84,RU,2021-11-28 00:57:43,clear sky
461,Pisco,-13.7,-76.2167,66.25,82,0,16.11,PE,2021-11-28 00:54:40,clear sky
462,Palauig,15.435,119.9045,84.92,62,100,1.12,PH,2021-11-28 00:57:43,overcast clouds
463,Dunedin,-45.8742,170.5036,60.89,61,0,12.33,NZ,2021-11-28 00:53:56,clear sky
464,Kenai,60.5544,-151.2583,6.33,89,96,5.61,US,2021-11-28 00:57:44,overcast clouds
465,Matata,-37.8833,176.75,70.12,55,100,9.89,NZ,2021-11-28 00:57:44,overcast clouds
466,Ajaccio,42.0,8.9167,46.89,87,90,2.3,FR,2021-11-28 00:57:45,overcast clouds
467,Vallenar,-28.5708,-70.7581,69.42,43,0,2.35,CL,2021-11-28 00:57:45,clear sky
468,High Rock,26.6208,-78.2833,69.82,67,12,7.54,BS,2021-11-28 00:57:45,few clouds
469,Mehamn,71.0357,27.8492,15.17,87,53,12.28,NO,2021-11-28 00:57:46,broken clouds
470,Sioux Lookout,50.1001,-91.917,28.78,93,90,16.11,CA,2021-11-28 00:57:46,light snow
471,Uyuni,-20.4597,-66.825,56.25,46,96,20.18,BO,2021-11-28 00:57:46,overcast clouds
472,Helong,42.5397,128.9972,36.64,42,0,4.18,CN,2021-11-28 00:57:47,clear sky
473,Zemio,5.0314,25.1361,69.31,42,82,1.52,CF,2021-11-28 00:57:47,broken clouds
474,Dubrovnik,42.6481,18.0922,58.64,67,75,12.66,HR,2021-11-28 00:57:47,broken clouds
475,Yebaishou,41.3975,119.6408,37.09,69,77,8.48,CN,2021-11-28 00:57:48,broken clouds
476,Magadan,59.5667,150.8,6.85,84,100,10.07,RU,2021-11-28 00:57:48,overcast clouds
477,Daura,11.5538,11.4085,71.55,16,94,9.1,NG,2021-11-28 00:57:49,overcast clouds
478,Boende,-0.2167,20.8667,72.05,87,100,1.32,CD,2021-11-28 00:57:49,overcast clouds
479,Mantua,45.1667,10.7833,47.01,92,100,7.85,IT,2021-11-28 00:57:49,overcast clouds
480,Zyryanskoye,56.8306,86.6258,21.99,92,100,15.55,RU,2021-11-28 00:57:50,light snow
481,Mount Pleasant,32.7941,-79.8626,42.94,87,1,0.0,US,2021-11-28 00:57:29,clear sky
482,Balikpapan,-1.2675,116.8289,75.33,94,100,3.76,ID,2021-11-28 00:57:50,light rain
483,Orito,0.6766,-76.8771,73.49,91,98,4.12,CO,2021-11-28 00:57:51,overcast clouds
484,Ipixuna,-1.7625,-48.8043,78.75,95,0,4.05,BR,2021-11-28 00:57:51,clear sky
485,Batagay-Alyta,67.8006,130.4114,-3.1,96,100,3.51,RU,2021-11-28 00:57:52,overcast clouds
486,Santa Cruz,-17.8,-63.1667,78.26,83,40,6.91,BO,2021-11-28 00:57:52,scattered clouds
487,Hun,29.1268,15.9477,72.68,30,100,8.55,LY,2021-11-28 00:57:52,overcast clouds
488,Namatanai,-3.6667,152.4333,84.56,68,95,2.59,PG,2021-11-28 00:57:52,light rain
489,Laguna,38.421,-121.4238,66.29,63,40,1.34,US,2021-11-28 00:57:53,scattered clouds
490,Naryan-Mar,67.6713,53.087,1.18,98,47,6.44,RU,2021-11-28 00:57:53,scattered clouds
491,Mulege,26.8833,-111.9833,68.27,70,79,6.89,MX,2021-11-28 00:57:54,broken clouds
492,Broken Hill,-31.95,141.4333,71.31,46,40,13.8,AU,2021-11-28 00:57:54,scattered clouds
493,Labuhan,-6.8844,112.2051,79.59,77,100,9.78,ID,2021-11-28 00:57:54,light rain
494,Santa Barbara,34.7333,-120.0343,68.56,17,1,5.75,US,2021-11-28 00:53:31,clear sky
495,Mahebourg,-20.4081,57.7,71.89,88,20,4.61,MU,2021-11-28 00:57:55,few clouds
496,Black River,18.0264,-77.8487,80.6,81,4,5.46,JM,2021-11-28 00:57:55,clear sky
497,Fairbanks,64.8378,-147.7164,-14.8,70,90,0.0,US,2021-11-28 00:56:38,haze
498,San-Pedro,4.7485,-6.6363,78.46,86,8,5.79,CI,2021-11-28 00:57:56,clear sky
499,Liverpool,53.4106,-2.9779,35.55,60,0,13.8,GB,2021-11-28 00:57:56,clear sky
500,Ucluelet,48.9329,-125.5528,50.31,93,100,13.2,CA,2021-11-28 00:54:50,light rain
501,Pavelets,53.7883,39.246,35.38,98,100,12.12,RU,2021-11-28 00:58:57,overcast clouds
502,Kinsale,51.7075,-8.5306,36.77,87,20,6.91,IE,2021-11-28 00:58:57,few clouds
503,Shar,49.5886,81.0453,10.31,81,11,9.22,KZ,2021-11-28 00:58:57,few clouds
504,Poum,-20.2333,164.0167,80.76,75,4,9.69,NC,2021-11-28 00:58:58,clear sky
505,Matagami,49.7502,-77.6328,14.11,100,90,13.8,CA,2021-11-28 00:58:58,light snow
506,Giddalur,15.35,78.9167,71.92,81,100,8.14,IN,2021-11-28 00:58:59,light rain
507,Linping,30.4225,120.2972,57.15,77,96,8.61,CN,2021-11-28 00:58:59,overcast clouds
508,Flin Flon,54.7682,-101.865,22.84,68,1,6.91,CA,2021-11-28 00:58:59,clear sky
509,Wamba,8.9333,8.6,72.55,25,74,5.75,NG,2021-11-28 00:59:00,broken clouds
510,Wilmington,34.2257,-77.9447,40.91,42,41,3.24,US,2021-11-28 00:55:12,scattered clouds
511,Faanui,-16.4833,-151.75,81.37,73,17,17.85,PF,2021-11-28 00:59:00,few clouds
512,Waipawa,-41.4122,175.5153,61.43,78,100,5.08,NZ,2021-11-28 00:59:01,overcast clouds
513,Sur,22.5667,59.5289,74.39,50,34,5.03,OM,2021-11-28 00:59:01,scattered clouds
514,Altenholz,54.4,10.1333,38.97,93,90,3.44,DE,2021-11-28 00:59:02,overcast clouds
515,Zhoucheng,35.9122,116.3117,47.32,76,100,9.24,CN,2021-11-28 00:59:02,overcast clouds
516,Cockburn Town,21.4612,-71.1419,75.16,78,75,3.44,TC,2021-11-28 00:59:03,broken clouds
517,Morogoro,-6.8167,37.6667,68.99,89,94,2.71,TZ,2021-11-28 00:59:03,overcast clouds
518,Manta,-0.95,-80.7333,73.18,88,40,9.22,EC,2021-11-28 00:54:08,scattered clouds
519,Voh,-20.9667,164.7,87.4,55,80,6.62,NC,2021-11-28 00:59:04,broken clouds
520,Darnah,32.767,22.6367,69.4,54,57,11.99,LY,2021-11-28 00:54:33,broken clouds
521,Puerto El Triunfo,13.2833,-88.55,79.59,71,52,5.12,SV,2021-11-28 00:59:04,broken clouds
522,Santa Cruz De La Palma,28.6835,-17.7642,64.54,68,40,16.11,ES,2021-11-28 00:59:04,scattered clouds
523,Kazanlak,42.6167,25.4,48.52,94,100,0.51,BG,2021-11-28 00:59:05,overcast clouds
524,Dhari,21.3333,71.0167,69.44,53,12,3.38,IN,2021-11-28 00:59:05,few clouds
525,Rosarito,32.3333,-117.0333,70.23,57,0,2.77,MX,2021-11-28 00:59:06,clear sky
526,Ruidoso,33.3317,-105.673,46.54,19,1,8.05,US,2021-11-28 00:59:06,clear sky
527,At-Bashi,41.1702,75.8106,10.33,59,0,5.26,KG,2021-11-28 00:59:06,clear sky
528,Itaguai,-22.8522,-43.7753,76.68,88,0,4.61,BR,2021-11-28 00:59:07,clear sky
529,Kurchum,48.5722,83.6542,9.05,77,6,5.06,KZ,2021-11-28 00:59:07,clear sky
530,Pierre,44.3683,-100.351,41.99,64,92,6.06,US,2021-11-28 00:54:34,overcast clouds
531,Berdigestyakh,62.0989,126.6992,0.25,93,100,9.64,RU,2021-11-28 00:59:08,overcast clouds
532,Auki,-8.7676,160.7034,85.68,68,94,2.44,SB,2021-11-28 00:59:08,overcast clouds
533,Atlantic Beach,30.3344,-81.3987,46.42,60,94,2.62,US,2021-11-28 00:59:09,overcast clouds
534,Havoysund,70.9963,24.6622,20.28,79,39,18.14,NO,2021-11-28 00:59:09,scattered clouds
535,Masyaf,35.0653,36.3406,51.85,48,100,1.41,SY,2021-11-28 00:59:09,overcast clouds
536,Imeni Poliny Osipenko,52.4201,136.4853,14.13,91,100,7.94,RU,2021-11-28 00:59:10,overcast clouds
537,Cunha,-23.0744,-44.9597,62.04,93,38,2.82,BR,2021-11-28 00:59:10,scattered clouds
538,Amahai,-3.3333,128.9167,84.15,71,100,1.39,ID,2021-11-28 00:59:10,overcast clouds
539,Bensonville,6.4461,-10.6125,76.55,86,100,1.57,LR,2021-11-28 00:59:11,overcast clouds
540,Grindavik,63.8424,-22.4338,36.07,100,75,1.14,IS,2021-11-28 00:59:11,broken clouds
541,Sakaiminato,35.55,133.2333,46.38,87,75,5.75,JP,2021-11-28 00:59:11,broken clouds
542,Guiglo,6.5456,-7.4966,72.3,92,71,2.15,CI,2021-11-28 00:59:12,broken clouds
543,Verkhoyansk,67.5447,133.385,-6.14,100,100,2.01,RU,2021-11-28 00:59:12,overcast clouds
544,Kaseda,31.4167,130.3167,47.43,57,18,11.79,JP,2021-11-28 00:59:13,few clouds
545,Chodavaram,17.8333,82.95,78.64,85,100,4.85,IN,2021-11-28 01:00:13,overcast clouds
546,Buin,-33.7333,-70.75,57.63,53,0,2.37,CL,2021-11-28 01:00:13,clear sky
547,Nemea,37.8167,22.6667,52.2,84,0,4.65,GR,2021-11-28 00:57:25,clear sky
548,Hay River,60.8156,-115.7999,-1.77,94,59,5.21,CA,2021-11-28 01:00:14,broken clouds
549,Sturgeon Bay,44.8342,-87.377,32.4,93,90,3.44,US,2021-11-28 00:56:00,mist
550,Port Said,31.2565,32.2841,72.23,54,100,7.4,EG,2021-11-28 01:00:14,overcast clouds
551,Damaturu,11.747,11.9608,69.62,18,69,7.85,NG,2021-11-28 01:00:15,broken clouds
552,Tateyama,34.9833,139.8667,51.82,43,0,16.96,JP,2021-11-28 01:00:15,clear sky
553,Vila Franca Do Campo,37.7167,-25.4333,59.41,76,45,6.96,PT,2021-11-28 01:00:16,scattered clouds
554,Kumphawapi,17.1087,103.0149,66.65,68,33,7.34,TH,2021-11-28 01:00:16,scattered clouds
555,Mayo,38.8876,-76.5119,37.51,50,92,4.09,US,2021-11-28 00:57:42,overcast clouds
556,Zelenoborskiy,66.845,32.3622,8.46,96,83,2.89,RU,2021-11-28 01:00:17,broken clouds
557,Tarauaca,-8.1614,-70.7656,74.12,97,100,0.56,BR,2021-11-28 00:57:44,overcast clouds
558,Florianopolis,-27.6146,-48.5012,72.63,73,75,12.66,BR,2021-11-28 00:57:55,broken clouds
559,Oktyabrskoye,43.0645,44.7417,23.14,100,35,2.24,RU,2021-11-28 01:00:18,mist
560,Binga,-17.6203,27.3414,74.48,63,2,7.76,ZW,2021-11-28 01:00:19,clear sky
561,Salmas,38.1973,44.7653,42.75,62,100,0.92,IR,2021-11-28 01:00:19,overcast clouds
562,Wukari,7.85,9.7833,74.59,25,94,3.62,NG,2021-11-28 01:00:20,overcast clouds
563,La Ronge,55.1001,-105.2842,16.3,92,44,5.91,CA,2021-11-28 01:00:20,scattered clouds
564,Luocheng,29.3848,104.0286,50.92,86,100,0.6,CN,2021-11-28 01:00:20,overcast clouds
565,Capao Da Canoa,-29.7456,-50.0097,69.06,95,83,7.16,BR,2021-11-28 01:00:21,broken clouds
566,Puta,40.2967,49.6603,37.42,71,91,3.2,AZ,2021-11-28 01:00:21,overcast clouds
567,Banjar,-8.19,114.9675,80.46,84,100,7.29,ID,2021-11-28 01:00:21,overcast clouds
568,Vardo,70.3705,31.1107,24.62,77,43,13.49,NO,2021-11-28 01:00:22,scattered clouds
569,Minuri,16.535,121.8574,76.78,89,99,1.03,PH,2021-11-28 01:00:22,overcast clouds
570,Codrington,-38.2667,141.9667,65.59,52,0,9.73,AU,2021-11-28 01:00:23,clear sky
571,Holme,56.1138,10.1725,36.97,91,100,6.17,DK,2021-11-28 01:00:23,overcast clouds
572,Wewak,-3.5534,143.6268,85.48,68,100,4.9,PG,2021-11-28 01:00:23,overcast clouds
573,Trincomalee,8.5711,81.2335,81.12,80,57,8.32,LK,2021-11-28 01:00:24,broken clouds
574,Burgeo,47.6167,-57.6152,46.15,82,78,25.75,CA,2021-11-28 01:00:24,broken clouds
575,Nogliki,51.8333,143.1667,26.51,67,9,14.74,RU,2021-11-28 01:00:24,clear sky
576,Rey Bouba,8.6724,14.1786,74.12,26,40,1.3,CM,2021-11-28 01:00:25,scattered clouds
577,Ploemeur,47.7333,-3.4333,41.59,60,0,5.75,FR,2021-11-28 01:00:25,clear sky
578,Mormugao,15.4,73.8,72.95,64,100,8.37,IN,2021-11-28 01:00:26,overcast clouds
579,Villa Union,23.2,-106.2333,73.0,62,100,3.8,MX,2021-11-28 01:00:26,overcast clouds
580,Pegnitz,49.7564,11.545,32.04,97,100,2.46,DE,2021-11-28 01:00:27,overcast clouds
581,Savannah Bight,16.45,-85.85,79.84,60,98,7.05,HN,2021-11-28 01:00:27,overcast clouds
582,Carauari,-4.8828,-66.8958,75.7,96,94,2.08,BR,2021-11-28 01:00:27,overcast clouds
583,Erzin,36.9559,36.2,55.92,62,100,4.05,TR,2021-11-28 01:00:28,overcast clouds
584,Meulaboh,4.1363,96.1285,77.43,88,82,7.81,ID,2021-11-28 01:00:28,light rain
585,Falam,22.9167,93.6833,51.53,92,15,0.38,MM,2021-11-28 01:00:29,few clouds
586,Qostanay,53.1667,63.5833,7.09,85,0,8.95,KZ,2021-11-28 01:00:29,clear sky
587,San Lorenzo,-25.3333,-57.5333,72.03,61,4,7.78,PY,2021-11-28 01:00:29,clear sky
588,East Wenatchee Bench,47.4257,-120.2812,45.72,89,100,2.46,US,2021-11-28 01:00:30,overcast clouds
589,Vostok,46.4856,135.8833,19.53,81,17,3.2,RU,2021-11-28 01:00:30,few clouds
590,Pitimbu,-7.4706,-34.8086,80.67,70,55,11.39,BR,2021-11-28 01:00:30,moderate rain
591,Latung,5.5,120.8833,83.03,72,100,3.29,PH,2021-11-28 01:00:31,heavy intensity rain
592,Samagaltay,50.6022,95.0047,3.13,66,100,1.88,RU,2021-11-28 01:00:31,overcast clouds
593,Sorland,67.667,12.6934,35.58,70,100,25.66,NO,2021-11-28 01:00:32,overcast clouds
594,Manokwari,-0.8667,134.0833,83.57,72,97,8.68,ID,2021-11-28 01:00:32,overcast clouds
595,Padang,-0.9492,100.3543,81.05,70,100,0.54,ID,2021-11-28 01:00:28,overcast clouds
596,Bilibino,68.0546,166.4372,-24.03,97,62,4.21,RU,2021-11-28 01:01:33,broken clouds
597,Mao,39.8885,4.2658,45.16,93,75,6.91,ES,2021-11-28 01:01:33,broken clouds
598,Kyra,49.5776,111.9753,16.66,69,100,5.86,RU,2021-11-28 01:01:33,overcast clouds
599,Mugla,37.2303,28.3557,59.67,94,99,12.88,TR,2021-11-28 01:01:34,light rain
600,Abu Kamal,34.4506,40.9171,59.83,55,17,5.26,SY,2021-11-28 00:59:58,few clouds
601,Nueva Loja,0.0847,-76.8828,74.28,84,31,2.42,EC,2021-11-28 01:01:34,scattered clouds
602,Gagra,43.3283,40.2239,54.52,79,100,8.97,GE,2021-11-28 01:01:35,overcast clouds
603,Santiago Del Estero,-27.7951,-64.2615,85.44,36,100,4.36,AR,2021-11-28 00:58:29,overcast clouds
604,Kybartai,54.6386,22.7632,34.12,99,100,6.49,LT,2021-11-28 01:01:35,overcast clouds
605,Juba,4.8517,31.5825,74.59,72,19,4.12,SS,2021-11-28 01:01:36,few clouds
606,Kadhan,24.481,68.9859,70.79,26,33,8.86,PK,2021-11-28 01:01:36,scattered clouds
607,Chernyshevskiy,63.0128,112.4714,-5.12,98,99,7.27,RU,2021-11-28 01:01:37,overcast clouds
608,Camana,-16.6228,-72.7111,66.69,84,59,6.98,PE,2021-11-28 01:01:37,broken clouds
609,Nagato,34.3833,131.2,52.75,52,1,7.47,JP,2021-11-28 01:01:37,clear sky
610,Ranot,7.7777,100.3213,78.98,85,100,8.41,TH,2021-11-28 01:01:38,light rain
611,Suntar,62.1444,117.6319,0.46,89,97,7.29,RU,2021-11-28 01:01:38,overcast clouds
612,Pitea,65.3172,21.4794,8.69,79,92,5.68,SE,2021-11-28 01:01:39,light snow
613,Ndola,-12.9587,28.6366,60.03,90,58,4.68,ZM,2021-11-28 01:01:39,broken clouds
614,Samarai,-10.6167,150.6667,83.77,72,100,6.62,PG,2021-11-28 01:01:40,overcast clouds
615,Aksarka,66.5606,67.7975,-19.84,100,65,4.43,RU,2021-11-28 01:01:40,broken clouds
616,Elmadag,39.9208,33.2308,42.66,94,100,6.06,TR,2021-11-28 01:01:40,overcast clouds
617,Praia Da Vitoria,38.7333,-27.0667,60.1,68,92,8.7,PT,2021-11-28 01:01:41,overcast clouds
618,Ternate,0.8,127.4,83.43,76,41,2.53,ID,2021-11-28 01:01:36,scattered clouds
619,Kochubey,44.3861,46.5825,43.43,93,100,6.58,RU,2021-11-28 01:01:41,overcast clouds
620,Kiunga,-6.1219,141.2906,88.77,58,46,2.8,PG,2021-11-28 01:01:42,scattered clouds
621,Koregaon,18.65,74.0833,65.46,60,91,6.04,IN,2021-11-28 01:01:42,overcast clouds
622,Marovoay,-16.1,46.6333,75.74,88,100,0.58,MG,2021-11-28 01:01:42,light rain
623,Rawson,-43.3002,-65.1023,57.78,75,0,10.29,AR,2021-11-28 01:01:43,clear sky
624,Houma,29.5958,-90.7195,55.4,55,100,1.54,US,2021-11-28 00:59:55,overcast clouds
625,Conde,-7.2597,-34.9075,78.19,74,12,10.92,BR,2021-11-28 01:01:44,few clouds
626,Povenets,62.8487,34.8262,18.41,84,100,12.15,RU,2021-11-28 01:01:44,overcast clouds
627,Coahuayana,18.7333,-103.6833,75.22,83,1,1.43,MX,2021-11-28 00:59:50,clear sky
628,Wuda,39.4994,106.7117,30.38,46,54,8.41,CN,2021-11-28 01:01:45,broken clouds
629,Atbasar,51.8,68.3333,2.26,93,11,5.06,KZ,2021-11-28 01:01:45,few clouds
630,Baragua,21.6967,-78.6328,68.22,77,6,7.99,CU,2021-11-28 01:01:45,clear sky
631,Huilong,31.8111,121.655,58.42,66,100,8.08,CN,2021-11-28 01:01:46,overcast clouds
632,Emerald,-23.5333,148.1667,88.56,46,10,11.61,AU,2021-11-28 01:01:46,clear sky
633,Maceio,-9.6658,-35.7353,81.84,78,40,6.91,BR,2021-11-28 01:00:09,light rain
634,Cabedelo,-6.9811,-34.8339,81.27,75,36,11.68,BR,2021-11-28 00:57:41,scattered clouds
635,Batemans Bay,-35.7167,150.1833,61.61,67,100,8.81,AU,2021-11-28 01:00:10,overcast clouds
636,Atar,20.5169,-13.0499,67.82,28,93,14.5,MR,2021-11-28 00:59:49,overcast clouds
637,Aubenas,44.6201,4.3899,27.57,76,87,5.32,FR,2021-11-28 01:01:47,overcast clouds
638,Yerbogachen,61.2767,108.0108,3.29,95,100,7.45,RU,2021-11-28 01:01:48,light snow
639,Soure,-0.7167,-48.5233,80.37,82,24,7.7,BR,2021-11-28 01:02:48,few clouds
640,Maua,-23.6678,-46.4614,67.35,80,87,3.83,BR,2021-11-28 01:02:49,overcast clouds
641,Fredonia,42.4401,-79.3317,30.07,93,90,5.75,US,2021-11-28 01:02:49,light snow
642,Wajir,1.7471,40.0573,77.02,79,81,11.21,KE,2021-11-28 01:02:16,broken clouds
643,Comodoro Rivadavia,-45.8667,-67.5,58.32,44,100,12.19,AR,2021-11-28 01:01:57,overcast clouds
644,Alofi,-19.0595,-169.9187,80.69,75,96,10.42,NU,2021-11-28 01:02:50,light rain
645,Isilkul,54.9109,71.2728,19.17,91,100,13.8,RU,2021-11-28 01:02:50,overcast clouds
646,Key Largo,25.0865,-80.4473,66.2,74,11,8.37,US,2021-11-28 01:02:50,few clouds
647,Ulladulla,-35.35,150.4667,62.02,68,98,10.67,AU,2021-11-28 01:02:51,overcast clouds
648,Scottsbluff,41.8666,-103.6672,44.89,46,100,2.1,US,2021-11-28 01:00:04,overcast clouds
649,Arkhangelsk,64.5401,40.5433,5.11,85,90,2.24,RU,2021-11-28 01:02:52,light snow
650,Jaumave,23.4167,-99.3833,54.68,96,99,1.43,MX,2021-11-28 01:02:52,overcast clouds
651,Cairns,-16.9167,145.7667,87.75,66,75,5.75,AU,2021-11-28 01:00:05,broken clouds
652,Kloulklubed,7.0419,134.2556,84.7,74,100,15.14,PW,2021-11-28 01:02:52,overcast clouds
653,Peace River,56.2501,-117.286,31.64,78,100,9.33,CA,2021-11-28 01:00:24,overcast clouds
654,Rianxo,42.6498,-8.8176,44.98,82,42,4.45,ES,2021-11-28 01:02:53,scattered clouds
655,Uinskoye,56.8817,56.5813,15.35,82,34,9.95,RU,2021-11-28 01:02:53,scattered clouds
656,Shubarkuduk,49.1447,56.4872,22.86,79,94,9.78,KZ,2021-11-28 01:02:54,overcast clouds
657,Jurm,36.8648,70.8342,41.0,50,99,5.82,AF,2021-11-28 01:02:54,overcast clouds
658,Kyrylivka,46.3759,35.3675,48.33,91,0,9.98,UA,2021-11-28 01:02:55,clear sky
659,Fomboni,-12.28,43.7425,80.37,77,95,15.79,KM,2021-11-28 01:02:55,light rain
660,Okhotsk,59.3833,143.3,4.19,75,1,14.85,RU,2021-11-28 01:02:55,clear sky
661,Zhenhai,24.2582,118.0905,66.69,67,80,18.99,CN,2021-11-28 01:02:56,broken clouds
662,Kingaroy,-26.5333,151.8333,70.27,81,96,10.27,AU,2021-11-28 01:02:56,light rain
663,Baruun-Urt,46.6806,113.2792,13.8,94,33,8.63,MN,2021-11-28 01:01:09,scattered clouds
664,Novikovo,51.1537,37.8879,42.28,98,100,7.9,RU,2021-11-28 01:02:57,overcast clouds
665,Salekhard,66.53,66.6019,-19.79,99,43,0.89,RU,2021-11-28 01:02:57,scattered clouds
666,Leh,34.1667,77.5833,14.14,78,51,2.1,IN,2021-11-28 01:02:58,broken clouds
667,San Quintin,30.4833,-115.95,63.46,66,0,3.31,MX,2021-11-28 01:02:58,clear sky
668,Takoradi,4.8845,-1.7554,78.93,83,100,6.17,GH,2021-11-28 01:02:59,overcast clouds
669,Sulphur,30.2366,-93.3774,57.18,87,90,3.27,US,2021-11-28 01:00:40,overcast clouds
670,Marzuq,14.4,46.4667,64.49,40,0,3.78,YE,2021-11-28 01:02:59,clear sky
671,Kolondieba,11.0882,-6.8926,77.16,29,75,3.74,ML,2021-11-28 01:03:00,broken clouds
672,Beira,-19.8436,34.8389,72.5,65,54,6.55,MZ,2021-11-28 01:03:00,broken clouds
673,Caxias,38.7031,-9.2767,45.73,70,20,3.44,PT,2021-11-28 01:03:00,few clouds
674,Luanda,-8.8368,13.2343,76.62,81,99,6.29,AO,2021-11-28 01:00:02,overcast clouds
675,La Baule-Escoublac,47.2922,-2.364,39.15,75,75,11.5,FR,2021-11-28 01:03:01,broken clouds
676,Zarechnyy,53.2036,45.1923,33.46,97,100,13.18,RU,2021-11-28 01:03:01,snow
677,Mitu,1.1983,-70.1733,73.96,96,99,2.37,CO,2021-11-28 00:59:11,overcast clouds
678,Kilis,36.7161,37.115,50.23,75,100,4.09,TR,2021-11-28 01:04:02,overcast clouds
679,Domoni,-12.2569,44.5319,77.11,89,81,7.2,KM,2021-11-28 01:04:02,moderate rain
680,Zhuanghe,39.7008,122.9911,43.65,75,100,1.63,CN,2021-11-28 01:04:03,overcast clouds
681,San Rafael,-34.6177,-68.3301,61.52,69,17,10.18,AR,2021-11-28 01:04:03,few clouds
